rate,votes,approx_cost(for two people)
1.589235205116581,3.258096538021482,4.61512051684126
1.667706820558076,6.447305862541213,5.303304908059076
1.5686159179138452,3.258096538021482,5.017279836814924
1.589235205116581,5.081404364984463,5.707110264748875
1.6486586255873816,5.662960480135946,5.860786223465865
1.5260563034950492,2.4849066497880004,4.61512051684126
1.62924053973028,5.998936561946683,6.2166061010848646
1.5686159179138452,6.152732694704104,6.621405651764134
1.4586150226995167,6.238324625039508,6.311734809152915
1.589235205116581,4.060443010546419,5.303304908059076
1.4816045409242156,2.70805020110221,5.707110264748875
1.589235205116581,5.579729825986222,5.303304908059076
1.3862943611198906,4.143134726391533,5.993961427306569
1.5686159179138452,6.542471960506805,6.621405651764134
1.5686159179138452,5.493061443340548,6.478509642208569
1.5260563034950492,3.332204510175204,5.5254529391317835
1.62924053973028,5.099866427824199,6.2166061010848646
1.6486586255873816,5.2574953720277815,5.5254529391317835
1.5040773967762742,3.4965075614664802,5.017279836814924
1.252762968495368,5.5134287461649825,6.2166061010848646
1.62924053973028,7.757906208351747,7.313886831633462
1.62924053973028,5.823045895483019,5.707110264748875
1.589235205116581,4.912654885736052,6.68586094706836
1.5260563034950492,5.153291594497779,6.55250788703459
1.5260563034950492,4.663439094112067,6.55250788703459
1.6486586255873816,6.22455842927536,6.311734809152915
1.4350845252893227,3.6109179126442243,5.303304908059076
1.410986973710262,3.6888794541139363,5.707110264748875
1.410986973710262,1.791759469228055,6.2166061010848646
1.5476579973382587,0.0,5.707110264748875
1.667706820558076,7.029972911706386,7.170888478512505
1.589235205116581,4.04305126783455,5.860786223465865
1.667706820558076,6.7580945044277305,6.2166061010848646
1.5686159179138452,6.023447592961033,6.55250788703459
1.589235205116581,4.962844630259907,6.90875477931522
1.3862943611198906,3.1780538303479458,5.993961427306569
1.5260563034950492,4.969813299576001,6.621405651764134
1.33500106673234,4.394449154672439,6.2166061010848646
1.5260563034950492,2.833213344056216,5.993961427306569
1.6863989535702288,5.204006687076795,5.5254529391317835
1.5686159179138452,4.2626798770413155,5.303304908059076
1.5686159179138452,5.10594547390058,6.398594934535208
1.5260563034950492,4.07753744390572,6.478509642208569
1.5686159179138452,5.003946305945459,6.311734809152915
1.589235205116581,5.332718793265369,6.111467339502679
1.5476579973382587,0.0,5.707110264748875
1.5476579973382587,0.0,5.303304908059076
1.5260563034950492,2.833213344056216,5.707110264748875
1.547562508716013,5.384495062789089,6.111467339502679
1.5260563034950492,3.8501476017100584,6.111467339502679
1.5686159179138452,5.003946305945459,5.017279836814924
1.4816045409242156,3.4339872044851463,5.5254529391317835
1.5260563034950492,2.1972245773362196,6.68586094706836
1.4586150226995167,1.6094379124341003,5.5254529391317835
1.5040773967762742,2.772588722239781,5.993961427306569
1.5476579973382587,0.0,4.61512051684126
1.5476579973382587,0.0,5.707110264748875
1.5476579973382587,0.0,5.303304908059076
1.4816045409242156,2.302585092994046,5.303304908059076
1.5476579973382587,0.0,5.860786223465865
1.547562508716013,3.4657359027997265,5.707110264748875
1.3609765531356006,5.181783550292085,6.55250788703459
1.547562508716013,3.1354942159291497,5.5254529391317835
1.5040773967762742,2.3978952727983707,4.61512051684126
1.547562508716013,4.919980925828125,6.398594934535208
1.3609765531356006,3.58351893845611,5.5254529391317835
1.62924053973028,5.225746673713202,5.303304908059076
1.4350845252893227,2.8903717578961645,6.803505257608338
1.5686159179138452,5.049856007249537,5.993961427306569
1.5686159179138452,3.7612001156935624,5.707110264748875
1.5686159179138452,5.659482215759621,6.398594934535208
1.5686159179138452,5.081404364984463,6.55250788703459
1.5686159179138452,4.0943445622221,6.621405651764134
1.5040773967762742,4.51085950651685,6.2166061010848646
1.547562508716013,3.9512437185814275,5.860786223465865
1.6094379124341003,4.499809670330265,5.303304908059076
1.5260563034950492,2.9444389791664403,5.5254529391317835
1.589235205116581,3.713572066704308,6.398594934535208
1.252762968495368,3.58351893845611,5.303304908059076
1.4816045409242156,4.499809670330265,5.5254529391317835
1.4350845252893227,2.4849066497880004,5.017279836814924
1.5260563034950492,4.143134726391533,6.398594934535208
1.589235205116581,3.5263605246161616,5.707110264748875
1.5686159179138452,3.4965075614664802,5.5254529391317835
1.62924053973028,4.941642422609304,6.311734809152915
1.4350845252893227,5.043425116919247,5.707110264748875
1.5260563034950492,2.70805020110221,5.860786223465865
1.547562508716013,5.472270673671475,5.303304908059076
1.589235205116581,5.963579343618446,6.478509642208569
1.5476579973382587,0.0,5.707110264748875
1.589235205116581,4.859812404361672,6.2166061010848646
1.62924053973028,7.53689712956617,7.0909098220799835
1.5686159179138452,4.51085950651685,6.478509642208569
1.410986973710262,2.0794415416798357,5.5254529391317835
1.547562508716013,3.6635616461296463,5.993961427306569
1.6486586255873816,5.19295685089021,6.398594934535208
1.6094379124341003,3.784189633918261,5.5254529391317835
1.667706820558076,5.62040086571715,4.61512051684126
1.547562508716013,5.780743515792329,6.7464121285733745
1.410986973710262,3.367295829986474,5.993961427306569
1.589235205116581,2.9444389791664403,5.303304908059076
1.4586150226995167,1.9459101490553132,4.61512051684126
1.5476579973382587,0.0,4.61512051684126
1.667706820558076,5.777652323222656,5.993961427306569
1.2809338454620642,5.062595033026967,6.111467339502679
1.589235205116581,6.298949246855942,5.707110264748875
1.547562508716013,5.198497031265826,6.2166061010848646
1.6486586255873816,6.09807428216624,4.61512051684126
1.589235205116581,4.90527477843843,5.993961427306569
1.5686159179138452,6.359573868672378,6.803505257608338
1.6486586255873816,4.110873864173311,5.303304908059076
1.589235205116581,4.976733742420574,6.311734809152915
1.62924053973028,6.669498089857879,6.68586094706836
1.5260563034950492,2.833213344056216,5.303304908059076
1.5260563034950492,4.442651256490317,5.5254529391317835
1.5260563034950492,4.564348191467836,5.017279836814924
1.6094379124341003,5.857933154483459,7.0909098220799835
1.547562508716013,5.517452896464707,5.993961427306569
1.62924053973028,5.37989735354046,6.2166061010848646
1.5476579973382587,0.0,5.993961427306569
1.6094379124341003,5.783825182329737,6.55250788703459
1.2809338454620642,5.44673737166631,5.993961427306569
1.4816045409242156,4.634728988229636,5.993961427306569
1.589235205116581,4.897839799950911,6.68586094706836
1.33500106673234,3.828641396489095,6.68586094706836
1.589235205116581,5.0106352940962555,5.707110264748875
1.5686159179138452,4.330733340286331,5.303304908059076
1.6094379124341003,3.9889840465642745,6.398594934535208
1.6486586255873816,6.704414354964107,6.803505257608338
1.6094379124341003,6.452048954437226,6.68586094706836
1.5040773967762742,4.04305126783455,5.993961427306569
1.3862943611198906,4.418840607796598,5.707110264748875
1.547562508716013,3.58351893845611,5.303304908059076
1.5260563034950492,3.044522437723423,5.017279836814924
1.410986973710262,2.70805020110221,5.5254529391317835
1.589235205116581,4.2626798770413155,5.993961427306569
1.589235205116581,4.5217885770490405,5.707110264748875
1.5260563034950492,3.828641396489095,5.303304908059076
1.4816045409242156,2.0794415416798357,5.5254529391317835
1.5686159179138452,3.367295829986474,5.017279836814924
1.5260563034950492,3.2188758248682006,6.398594934535208
1.5686159179138452,3.6109179126442243,5.303304908059076
1.5040773967762742,2.4849066497880004,5.303304908059076
1.5686159179138452,4.356708826689592,6.478509642208569
1.4350845252893227,2.1972245773362196,4.61512051684126
1.547562508716013,2.70805020110221,4.61512051684126
1.5686159179138452,5.351858133476067,6.398594934535208
1.62924053973028,4.875197323201151,6.478509642208569
1.62924053973028,3.4339872044851463,4.61512051684126
1.5686159179138452,4.976733742420574,6.55250788703459
1.4816045409242156,2.4849066497880004,6.68586094706836
1.547562508716013,4.897839799950911,6.55250788703459
1.6094379124341003,4.919980925828125,5.860786223465865
1.410986973710262,1.6094379124341003,5.303304908059076
1.5040773967762742,2.4849066497880004,5.303304908059076
1.5686159179138452,4.31748811353631,5.707110264748875
1.547562508716013,3.4339872044851463,5.707110264748875
1.3862943611198906,2.0794415416798357,5.303304908059076
1.5686159179138452,4.330733340286331,5.303304908059076
1.547562508716013,4.007333185232471,6.398594934535208
1.5260563034950492,3.1780538303479458,4.61512051684126
1.4350845252893227,4.787491742782046,5.993961427306569
1.547562508716013,4.30406509320417,5.993961427306569
1.4816045409242156,4.07753744390572,5.993961427306569
1.5260563034950492,4.867534450455582,6.398594934535208
1.5260563034950492,3.2188758248682006,5.5254529391317835
1.3862943611198906,5.170483995038151,5.993961427306569
1.547562508716013,3.091042453358316,5.707110264748875
1.5040773967762742,3.7376696182833684,5.993961427306569
1.5260563034950492,3.58351893845611,5.707110264748875
1.62924053973028,5.176149732573829,6.68586094706836
1.5040773967762742,3.828641396489095,5.707110264748875
1.547562508716013,3.871201010907891,5.993961427306569
1.547562508716013,3.6109179126442243,6.478509642208569
1.5686159179138452,3.970291913552122,5.993961427306569
1.308332819650179,4.820281565605037,5.303304908059076
1.5260563034950492,4.0943445622221,6.55250788703459
1.4350845252893227,1.6094379124341003,5.707110264748875
1.5686159179138452,4.624972813284271,5.993961427306569
1.547562508716013,4.007333185232471,5.993961427306569
1.5476579973382587,0.0,5.303304908059076
1.5260563034950492,3.1354942159291497,5.303304908059076
1.410986973710262,3.4657359027997265,5.5254529391317835
1.3862943611198906,3.4011973816621555,6.2166061010848646
1.4816045409242156,1.9459101490553132,4.61512051684126
1.3862943611198906,3.1354942159291497,5.5254529391317835
1.3609765531356006,2.4849066497880004,6.2166061010848646
1.589235205116581,4.624972813284271,5.017279836814924
1.62924053973028,6.093569770045136,7.0909098220799835
1.5040773967762742,5.049856007249537,5.993961427306569
1.4816045409242156,2.5649493574615367,5.017279836814924
1.5260563034950492,2.772588722239781,4.61512051684126
1.5040773967762742,2.3978952727983707,5.303304908059076
1.5686159179138452,3.258096538021482,5.707110264748875
1.5686159179138452,4.127134385045092,5.707110264748875
1.547562508716013,3.1780538303479458,5.707110264748875
1.5686159179138452,3.258096538021482,5.860786223465865
1.547562508716013,3.713572066704308,5.303304908059076
1.4586150226995167,1.6094379124341003,4.61512051684126
1.4816045409242156,2.1972245773362196,5.017279836814924
1.5040773967762742,3.4965075614664802,5.707110264748875
1.4586150226995167,2.3978952727983707,5.303304908059076
1.4816045409242156,1.9459101490553132,5.707110264748875
1.5686159179138452,3.9889840465642745,5.5254529391317835
1.547562508716013,4.219507705176107,6.55250788703459
1.3609765531356006,3.1780538303479458,5.5254529391317835
1.4816045409242156,2.995732273553991,5.303304908059076
1.5260563034950492,3.2188758248682006,5.707110264748875
1.6094379124341003,5.4510384535657,5.993961427306569
1.589235205116581,5.402677381872279,6.55250788703459
1.62924053973028,6.96979066990159,7.0909098220799835
1.547562508716013,4.543294782270004,5.303304908059076
1.589235205116581,5.455321115357702,6.68586094706836
1.589235205116581,5.356586274672012,6.2166061010848646
1.6094379124341003,7.483806687665835,5.303304908059076
1.5260563034950492,5.389071729816501,6.68586094706836
1.547562508716013,6.244166900663736,6.398594934535208
1.6094379124341003,6.7650389767805414,6.803505257608338
1.4350845252893227,4.574710978503383,5.993961427306569
1.5040773967762742,4.394449154672439,5.5254529391317835
1.6094379124341003,4.30406509320417,5.707110264748875
1.589235205116581,4.442651256490317,5.993961427306569
1.5040773967762742,4.48863636973214,5.860786223465865
1.5040773967762742,5.19295685089021,6.398594934535208
1.5686159179138452,4.127134385045092,4.61512051684126
1.547562508716013,4.859812404361672,6.111467339502679
1.5686159179138452,5.8289456176102075,5.993961427306569
1.62924053973028,6.1092475827643655,4.61512051684126
1.62924053973028,5.351858133476067,5.017279836814924
1.547562508716013,4.060443010546419,5.303304908059076
1.3862943611198906,5.365976015021851,5.993961427306569
1.4350845252893227,5.342334251964811,5.5254529391317835
1.5686159179138452,4.2626798770413155,4.61512051684126
1.6094379124341003,5.393627546352362,6.398594934535208
1.547562508716013,4.0943445622221,5.303304908059076
1.410986973710262,2.3978952727983707,6.2166061010848646
1.3862943611198906,2.302585092994046,5.993961427306569
1.547562508716013,4.8283137373023015,6.621405651764134
1.547562508716013,2.995732273553991,4.61512051684126
1.5476579973382587,0.0,5.707110264748875
1.4586150226995167,1.6094379124341003,5.017279836814924
1.4586150226995167,1.6094379124341003,5.017279836814924
1.5686159179138452,3.091042453358316,5.303304908059076
1.4816045409242156,2.1972245773362196,5.5254529391317835
1.5040773967762742,2.3978952727983707,5.993961427306569
1.5476579973382587,0.0,5.993961427306569
1.5040773967762742,2.3978952727983707,5.993961427306569
1.4350845252893227,1.6094379124341003,5.303304908059076
1.410986973710262,1.6094379124341003,5.860786223465865
1.5476579973382587,0.0,5.707110264748875
1.5260563034950492,2.833213344056216,6.2166061010848646
1.5476579973382587,0.0,5.017279836814924
1.5476579973382587,0.0,5.707110264748875
1.4586150226995167,1.6094379124341003,4.61512051684126
1.4816045409242156,2.5649493574615367,5.707110264748875
1.5476579973382587,0.0,5.017279836814924
1.589235205116581,2.70805020110221,6.398594934535208
1.547562508716013,0.0,5.707110264748875
1.33500106673234,1.791759469228055,5.298317366548036
1.4586150226995167,1.791759469228055,6.68586094706836
1.5040773967762742,2.772588722239781,5.5254529391317835
1.4816045409242156,1.6094379124341003,6.2166061010848646
1.5476579973382587,0.0,5.5254529391317835
1.5260563034950492,2.8903717578961645,5.707110264748875
1.5476579973382587,0.0,5.303304908059076
1.5476579973382587,0.0,5.707110264748875
1.4586150226995167,1.9459101490553132,6.2166061010848646
1.4816045409242156,2.3978952727983707,4.61512051684126
1.5476579973382587,0.0,5.303304908059076
1.62924053973028,6.654152520183219,6.68586094706836
1.6486586255873816,7.612336837167746,6.90875477931522
1.5476579973382587,0.0,4.61512051684126
1.5476579973382587,0.0,5.017279836814924
1.6486586255873816,5.017279836814924,6.398594934535208
1.6094379124341003,5.4510384535657,6.621405651764134
1.589235205116581,3.6635616461296463,5.303304908059076
1.5476579973382587,0.0,5.707110264748875
1.5040773967762742,6.068425588244111,6.68586094706836
1.6486586255873816,7.65728279297819,6.68586094706836
1.4816045409242156,3.4339872044851463,5.303304908059076
1.6486586255873816,5.017279836814924,6.68586094706836
1.4586150226995167,2.5649493574615367,5.303304908059076
1.5686159179138452,5.049856007249537,6.111467339502679
1.547562508716013,3.5263605246161616,5.303304908059076
1.62924053973028,6.502790045915623,6.90875477931522
1.5476579973382587,0.0,5.303304908059076
1.589235205116581,5.484796933490655,6.55250788703459
1.5686159179138452,6.823286122355687,6.68586094706836
1.6094379124341003,6.144185634125646,6.398594934535208
1.62924053973028,6.878326468291325,7.313886831633462
1.4586150226995167,4.859812404361672,5.707110264748875
1.5260563034950492,5.488937726156687,5.707110264748875
1.4816045409242156,3.1354942159291497,5.303304908059076
1.667706820558076,6.5998704992128365,5.303304908059076
1.5686159179138452,4.875197323201151,5.993961427306569
1.6486586255873816,5.568344503761097,6.55250788703459
1.6094379124341003,5.2574953720277815,5.707110264748875
1.62924053973028,5.8998973535824915,6.311734809152915
1.5476579973382587,0.0,6.2166061010848646
1.5686159179138452,4.897839799950911,5.707110264748875
1.589235205116581,6.790097235513905,6.621405651764134
1.410986973710262,2.6390573296152584,5.993961427306569
1.589235205116581,6.621405651764134,6.2166061010848646
1.6486586255873816,5.10594547390058,6.2166061010848646
1.5476579973382587,0.0,5.303304908059076
1.4350845252893227,1.9459101490553132,5.303304908059076
1.5686159179138452,6.269096283706261,6.2166061010848646
1.667706820558076,5.846438775057725,5.993961427306569
1.6863989535702288,5.877735781779639,5.017279836814924
1.547562508716013,2.8903717578961645,5.993961427306569
1.589235205116581,3.6635616461296463,5.017279836814924
1.547562508716013,4.3694478524670215,5.017279836814924
1.5686159179138452,4.110873864173311,5.993961427306569
1.6094379124341003,4.7535901911063645,5.993961427306569
1.5686159179138452,3.6888794541139363,5.707110264748875
1.589235205116581,4.762173934797756,5.993961427306569
1.5686159179138452,6.823286122355687,6.68586094706836
1.547562508716013,3.8501476017100584,5.993961427306569
1.589235205116581,3.7376696182833684,5.707110264748875
1.5686159179138452,4.976733742420574,6.55250788703459
1.5686159179138452,3.367295829986474,5.017279836814924
1.667706820558076,6.7580945044277305,6.2166061010848646
1.5040773967762742,2.70805020110221,5.303304908059076
1.6094379124341003,4.204692619390966,5.707110264748875
1.4350845252893227,2.1972245773362196,4.61512051684126
1.547562508716013,4.007333185232471,5.993961427306569
1.5040773967762742,2.0794415416798357,6.2166061010848646
1.4350845252893227,2.302585092994046,5.707110264748875
1.5260563034950492,3.7612001156935624,5.707110264748875
1.5686159179138452,4.174387269895637,5.5254529391317835
1.5260563034950492,2.70805020110221,5.860786223465865
1.5686159179138452,3.828641396489095,5.993961427306569
1.4350845252893227,2.4849066497880004,6.398594934535208
1.5040773967762742,2.6390573296152584,5.707110264748875
1.4816045409242156,2.0794415416798357,5.017279836814924
1.4816045409242156,2.1972245773362196,5.993961427306569
1.5476579973382587,0.0,5.017279836814924
1.5476579973382587,0.0,5.707110264748875
1.3609765531356006,3.258096538021482,5.303304908059076
1.5476579973382587,0.0,5.707110264748875
1.4350845252893227,2.8903717578961645,5.017279836814924
1.5476579973382587,0.0,6.2166061010848646
1.5476579973382587,0.0,5.707110264748875
1.5476579973382587,0.0,5.303304908059076
1.5476579973382587,0.0,5.303304908059076
1.589235205116581,3.58351893845611,6.2166061010848646
1.589235205116581,4.2626798770413155,5.993961427306569
1.5476579973382587,0.0,4.61512051684126
1.6094379124341003,4.59511985013459,5.993961427306569
1.547562508716013,3.258096538021482,5.5254529391317835
1.6094379124341003,5.393627546352362,6.398594934535208
1.6094379124341003,4.30406509320417,5.707110264748875
1.5260563034950492,2.833213344056216,5.017279836814924
1.5260563034950492,2.1972245773362196,5.5254529391317835
1.5686159179138452,2.772588722239781,5.993961427306569
1.5260563034950492,3.8501476017100584,5.303304908059076
1.5476579973382587,0.0,5.707110264748875
1.4586150226995167,2.6390573296152584,5.707110264748875
1.4586150226995167,2.302585092994046,5.5254529391317835
1.6094379124341003,3.784189633918261,5.5254529391317835
1.308332819650179,4.584967478670572,5.993961427306569
1.5476579973382587,0.0,5.303304908059076
1.547562508716013,3.1354942159291497,5.5254529391317835
1.5040773967762742,2.772588722239781,5.993961427306569
1.5476579973382587,0.0,5.860786223465865
1.5260563034950492,3.332204510175204,5.5254529391317835
1.5476579973382587,0.0,6.2166061010848646
1.589235205116581,6.790097235513905,6.621405651764134
1.6094379124341003,5.857933154483459,7.0909098220799835
1.6486586255873816,5.662960480135946,5.860786223465865
1.7227665977411035,7.846589975291186,6.398594934535208
1.6486586255873816,5.872117789475416,6.68586094706836
1.62924053973028,6.654152520183219,6.68586094706836
1.6486586255873816,7.65728279297819,6.68586094706836
1.5686159179138452,6.885509670034818,7.170888478512505
1.62924053973028,6.767343125265392,7.0909098220799835
1.6094379124341003,5.783825182329737,6.55250788703459
1.62924053973028,6.669498089857879,6.68586094706836
1.6486586255873816,6.22455842927536,6.311734809152915
1.62924053973028,5.998936561946683,6.2166061010848646
